TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 08:27 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
2023,2023,100.0000,2015,99.6045,8,828382,464008,56.0137

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
1828,"Distrito Central",0,"Guatemala",1,130,400,4,16,40,1,1,2,2,3,7,4,1,0,5,0,0,1,2,25,2,2,5,12,0,47,182,17,2,205,4,205,--,--,--,182,201,205,Sumas Asentadas sin cuadrar,1,7d9b671b5541634b16466a76aacabf3ae48dd590cbddeb8688dd1249eef60f9c,26/06/2023 03:07:24,ESCANER
1829,"Distrito Central",0,"Guatemala",1,130,400,6,29,41,2,5,1,0,4,3,1,3,0,1,0,0,2,7,18,0,2,7,7,0,50,189,21,4,214,187,401,--,401,187,189,214,401,Algún campo sin dato,1,3b458241cdbaeabf7696dd8afb4c0b8bae611f862e64b75efe6808df862d2eac,26/06/2023 06:18:46,ESCANER
1830,"Distrito Central",0,"Guatemala",1,130,400,5,14,28,1,6,4,0,1,5,2,3,0,3,0,0,0,3,34,3,3,7,9,1,49,181,15,0,196,204,400,--,400,204,181,196,400,Algún campo sin dato,1,df0ad97e9294a5d5dbba5bfd12fcf94fb9e3422964717dccf3ce620b69e02b23,26/06/2023 06:32:05,ESCANER
1831,"Distrito Central",0,"Guatemala",1,130,400,7,17,33,0,8,6,0,4,3,0,2,0,4,1,1,0,2,21,1,5,4,10,2,41,172,14,1,187,0,187,--,404,217,172,187,187,Algún campo sin dato,1,56945f08cf95c27915fa1a6e78571fed21fe9d4df2c3871ca26dd3f48394264e,26/06/2023 01:50:08,ESCANER
1832,"Distrito Central",0,"Guatemala",1,130,400,3,10,26,0,4,3,1,9,7,1,1,1,1,1,0,0,1,58,0,2,1,6,1,52,189,17,0,206,0,206,--,400,194,189,206,206,Algún campo sin dato,1,78b44484f5d99a50d59f9d5698ef8c8d5090fb1c8884138b89ff0cc68c638d47,26/06/2023 00:29:37,ESCANER
1833,"Distrito Central",0,"Guatemala",1,130,281,1,4,17,0,3,1,2,3,1,0,3,1,0,0,0,0,0,29,1,4,0,10,1,24,105,11,0,116,0,116,--,281,165,105,116,116,Algún campo sin dato,1,cba92a9f14b5d9e411db70864673e1fa4aca60e4e6b3e8e3473b2e0660445926,26/06/2023 02:46:40,ESCANER
1834,"Distrito Central",0,"Guatemala",1,130,280,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,13d40651c0176be002556218d515219a37a12ba0d3b01e28a3866b8604a353d9,26/06/2023 06:35:29,ESCANER
1835,"Distrito Central",0,"Guatemala",1,131,600,6,7,35,2,3,5,1,3,5,0,1,1,3,1,0,0,1,16,1,3,1,5,0,31,132,13,1,146,0,146,--,600,454,131,145,145,Sumas Asentadas sin cuadrar,1,697162291d21f671d0102f79805b6655083df904ba0dd4603822eef26aaf7b49,26/06/2023 04:29:14,ESCANER
1836,"Distrito Central",0,"Guatemala",1,131,600,4,14,45,0,2,7,1,9,7,1,2,1,1,2,0,0,1,13,0,1,2,4,0,34,143,17,0,160,0,160,--,600,140,151,168,168,Sumas Asentadas sin cuadrar,1,ff3a60a2b8ef2d5291b0285b5d1413c9c5c0b4bebce2943eeaa7e0789c75d4cb,26/06/2023 05:49:51,ESCANER
1837,"Distrito Central",0,"Guatemala",1,131,600,4,13,30,1,5,2,2,2,9,3,4,1,--,--,--,1,1,13,3,4,3,4,1,34,140,10,0,150,0,150,--,603,453,140,150,150,Algún campo sin dato,1,2aac281a53e1a092755a35c981331b326e24dd51d60bfb96dfb2bc50a22acbb8,26/06/2023 02:22:46,ESCANER
1838,"Distrito Central",0,"Guatemala",1,131,600,8,10,11,1,3,8,1,3,2,1,2,1,3,1,1,0,2,24,0,2,4,9,1,24,152,9,1,162,0,162,--,600,438,122,132,132,Sumas Asentadas sin cuadrar,1,42d48486dc1a6b433ce935c081e868d70804dad133e0b8c9e73d3e3445203ccf,26/06/2023 02:12:04,ESCANER
1839,"Distrito Central",0,"Guatemala",1,131,600,4,13,44,0,4,3,1,2,6,0,4,2,1,0,0,0,3,22,0,2,3,3,0,33,150,12,0,162,0,162,--,600,438,150,162,162,Algún campo sin dato,1,c6efebedcfabe2326343db70b5a1da3acb7af93a0a04fb51ebaf260022039195,25/06/2023 21:37:18,ESCANER
1840,"Distrito Central",0,"Guatemala",1,131,600,8,13,47,1,0,6,0,3,5,0,1,0,4,0,1,0,0,16,0,3,1,11,2,27,149,18,3,170,0,170,--,600,430,149,170,170,Algún campo sin dato,1,2298776e6f3767be10c99ff40d8aa145ac8c987de51ad897e353139452e644be,25/06/2023 21:32:35,ESCANER
1841,"Distrito Central",0,"Guatemala",1,131,600,1,11,44,1,0,7,0,1,5,2,3,1,2,0,0,1,3,12,0,0,4,3,0,47,148,19,2,169,0,169,0,600,431,148,169,169,,1,72c54ef20a1581173e0c971a3f67f757469d2c49ecb95c1029a98db2196c54de,26/06/2023 00:12:52,ESCANER
1842,"Distrito Central",0,"Guatemala",1,131,600,8,14,40,0,1,4,1,5,4,0,4,1,3,0,1,0,1,15,0,1,1,5,0,32,141,18,1,160,440,600,--,600,440,141,160,600,Algún campo sin dato,1,69dbf5ab24e63dfc5aff7721578539a23d9a471da526def5b9abe37bd25db840,25/06/2023 22:23:58,ESCANER
1843,"Distrito Central",0,"Guatemala",1,131,600,10,11,39,0,4,2,1,5,4,0,1,1,0,0,1,0,2,19,2,0,2,5,2,31,142,11,2,155,0,155,--,600,445,142,155,155,Algún campo sin dato,1,ffba62ab21f310318f382cc047e3a67e43704649e17cb70e6a12ccef934ebb27,25/06/2023 23:11:49,ESCANER
1844,"Distrito Central",0,"Guatemala",1,131,600,3,8,52,2,2,0,1,3,3,0,2,1,1,0,0,0,1,15,3,2,2,4,0,36,141,15,1,157,0,157,--,--,--,141,157,157,Algún campo sin dato,1,76be2f4824804101be7822b6a97a70056c932d91f9815dddf14494c36620e00e,26/06/2023 00:30:18,ESCANER
1845,"Distrito Central",0,"Guatemala",1,131,600,8,11,36,1,2,4,1,3,6,0,4,0,1,1,0,0,3,18,0,4,5,3,0,34,145,12,4,157,0,161,--,599,438,145,161,161,Sumas Asentadas sin cuadrar,1,70a944367968932b5fdfc10322a999aa6791cad870fa5499547f96c19b0036c5,25/06/2023 23:23:01,ESCANER
1846,"Distrito Central",0,"Guatemala",1,132,600,9,14,37,0,1,5,2,2,3,2,2,0,4,1,0,0,1,21,1,0,3,3,0,26,137,18,2,157,0,157,--,606,449,137,157,157,Algún campo sin dato,1,5457a9db071c8e65b3c835d1406076f039d7b59d0c566eb4d5e8d251bed0c14a,26/06/2023 03:23:14,ESCANER
1847,"Distrito Central",0,"Guatemala",1,132,600,2,18,51,1,1,4,1,2,5,0,1,1,1,1,1,0,4,16,0,1,2,7,0,30,150,4,0,154,0,154,--,600,446,150,154,154,Algún campo sin dato,1,93e439dc2238aa9930421a76cb1e1231432e5f268f3ff2f2bb21da3a8fadc324,26/06/2023 00:50:25,ESCANER
1848,"Distrito Central",0,"Guatemala",1,132,600,4,11,44,0,1,3,0,4,1,1,1,1,2,2,1,0,0,20,1,4,7,7,0,29,144,9,2,155,446,601,--,601,446,144,155,601,Algún campo sin dato,1,e19c255154dea372324b6be3c47045c93ad534d3d2d6e5d934c120598f149fe2,26/06/2023 02:12:46,ESCANER
1849,"Distrito Central",0,"Guatemala",1,132,600,3,9,36,0,2,4,0,6,3,1,1,0,1,5,1,0,2,16,2,2,4,7,0,31,136,19,1,156,0,156,--,594,438,136,156,156,Algún campo sin dato,1,0f729a95d6e7d3d892edb7f519a8e0dfab9eab73e7ebae26bd3c754613af5be5,26/06/2023 02:48:56,ESCANER
1850,"Distrito Central",0,"Guatemala",1,132,600,5,14,32,0,5,6,0,2,7,1,3,2,3,0,1,1,0,17,1,5,3,5,0,21,134,9,2,145,0,145,--,600,455,134,145,145,Algún campo sin dato,1,22d0a986dfae1020d223d1dfc8ea0c87247d9d65717089b1d8e9aecd7a0916b4,25/06/2023 23:28:39,ESCANER
1851,"Distrito Central",0,"Guatemala",1,132,600,3,8,45,1,0,4,2,3,6,1,0,1,4,0,0,0,0,11,1,9,6,7,0,30,142,14,2,158,0,158,--,600,442,142,158,158,Algún campo sin dato,1,a51015233c399b6db48ecc7d421bdc47e400bd7e14d3e03c2b6250e91efd97cf,26/06/2023 02:21:07,ESCANER
1852,"Distrito Central",0,"Guatemala",1,132,600,3,9,56,0,3,9,1,3,2,0,1,2,3,0,1,0,1,24,1,0,3,4,0,25,151,7,0,158,0,158,--,600,442,151,158,158,Algún campo sin dato,1,058ce53fd36d2dd7b8e6af02f1e9953c0626c8396c5e248c34bb3bfebb295eb8,26/06/2023 01:09:51,ESCANER
1853,"Distrito Central",0,"Guatemala",1,132,600,4,9,41,0,3,2,2,1,2,0,0,1,0,1,1,0,0,14,1,4,4,41,1,25,120,14,1,135,0,135,--,--,--,157,172,172,Sumas Asentadas sin cuadrar,1,31fb0bc279d69f566c5947c2363ac57acb224e3bec2cf0b358afaa534825da71,26/06/2023 03:16:51,ESCANER
1854,"Distrito Central",0,"Guatemala",1,132,600,6,10,40,0,1,4,0,2,9,0,1,0,2,2,0,0,1,18,1,1,3,3,0,33,137,13,0,150,0,150,--,600,450,137,150,150,Algún campo sin dato,1,08bb134992ac252201cf1242e54f074d6999a986811b15aa5fbaa7ccc21c8603,25/06/2023 23:48:58,ESCANER
1855,"Distrito Central",0,"Guatemala",1,132,600,3,15,48,1,1,5,1,0,6,0,4,2,1,0,1,1,1,17,0,0,1,5,0,34,147,15,1,163,0,163,--,600,437,147,163,163,Algún campo sin dato,1,9e2e6a946cb5b5b14808cea1c9d53b1b142fb951a237316e27c48684ceec909c,26/06/2023 01:21:31,ESCANER
1856,"Distrito Central",0,"Guatemala",1,133,600,9,10,42,--,1,8,1,4,3,--,2,1,1,--,1,2,3,--,--,3,2,4,1,24,142,20,1,--,0,163,--,601,438,122,143,143,Sumas Asentadas sin cuadrar,1,5bff15c713e1b0447ba008d80cef2f9112b55e4839e1beab0c8eb5cb620610f1,26/06/2023 00:47:49,ESCANER
1857,"Distrito Central",0,"Guatemala",1,133,600,6,12,41,0,2,3,1,3,3,2,1,1,1,2,0,1,1,20,0,0,1,4,0,36,141,14,1,156,0,156,--,600,444,141,156,156,Algún campo sin dato,1,650407c218273d2ef331f1007ddbbfa5e88895b44b2f4c3459dacc9d8aa30439,25/06/2023 22:36:00,ESCANER
1858,"Distrito Central",0,"Guatemala",1,133,600,3,9,43,1,4,4,0,2,4,0,2,0,3,0,0,0,2,14,1,3,1,4,0,38,138,10,0,148,0,148,--,600,452,138,148,148,Algún campo sin dato,1,7f9ad8f24e539c59f9ea733fb099214b1fcea02af5b64516f53776a1c48db659,26/06/2023 00:28:06,ESCANER
1859,"Distrito Central",0,"Guatemala",1,133,600,5,9,37,1,1,5,0,2,4,0,3,0,1,2,0,0,0,18,0,2,3,4,0,25,122,13,1,136,0,136,--,600,464,122,136,136,Algún campo sin dato,1,1118b96a43cb3683af53c221af37db8428715693fbf20f0b5a6532c3be546ddb,26/06/2023 02:27:48,ESCANER
1860,"Distrito Central",0,"Guatemala",1,133,600,4,7,39,0,2,5,2,4,3,3,2,1,2,0,1,1,1,19,2,3,4,5,0,26,136,9,3,148,0,148,--,600,455,136,148,148,Algún campo sin dato,1,3ec23b78c84d6ed70aa7398f2926946f7ee1cd41e578bbd272eb90d90d6bff4e,25/06/2023 23:37:58,ESCANER
1861,"Distrito Central",0,"Guatemala",1,134,600,7,9,42,0,3,5,0,1,5,0,1,1,2,0,0,0,3,13,4,3,6,5,0,27,137,19,1,157,0,157,--,599,442,137,157,157,Algún campo sin dato,1,397e22d425559f4cebec7357e0133391bfa10086e25e64265173aaa2ba808ad0,25/06/2023 22:34:28,ESCANER
1862,"Distrito Central",0,"Guatemala",1,134,600,3,11,29,4,3,2,0,3,5,2,2,1,1,0,0,1,1,15,1,3,3,1,0,24,115,6,0,121,0,121,--,600,479,115,121,121,Algún campo sin dato,1,2dec6360c750a5a8a786e10f92c36c5c8a4915f0130eb89fe1bf80744883257b,25/06/2023 21:20:24,ESCANER
1863,"Distrito Central",0,"Guatemala",1,134,600,12,10,36,1,5,3,0,2,2,0,4,1,1,1,0,0,1,23,0,3,0,6,0,42,153,10,0,163,1,164,--,599,435,153,163,164,Algún campo sin dato,1,fd649de817b0d79687a7d27d33a5a12a95c13b771c0317adf468589289182941,25/06/2023 22:57:20,ESCANER
1864,"Distrito Central",0,"Guatemala",1,134,600,4,8,47,0,1,4,1,2,3,0,2,1,2,1,0,1,1,15,0,1,1,4,0,27,126,8,1,135,0,135,--,600,465,126,135,135,Algún campo sin dato,1,ac6998c53abd1a91ee716721b31768351bdc9ed36b2b611cc6f7dece4f1f2a8a,25/06/2023 21:39:25,ESCANER
1865,"Distrito Central",0,"Guatemala",1,134,600,2,8,34,2,2,2,1,4,2,0,0,0,2,2,0,0,0,23,3,1,4,2,1,21,127,10,0,127,0,127,--,600,473,116,126,126,Sumas Asentadas sin cuadrar,1,0b7b41a9ca32cbf3d61a9812efb3644d4c3fb79f47f09d627995b225ac21cd8b,25/06/2023 21:33:12,ESCANER
1866,"Distrito Central",0,"Guatemala",1,134,600,4,14,39,0,1,3,0,3,1,0,3,1,1,0,1,0,1,18,1,0,8,7,2,28,136,13,0,149,0,149,--,600,451,136,149,149,Algún campo sin dato,1,4ff3093a5cb87e85aae4d29850109acdf513d31c8c2b4fce1673408b1ae5a944,25/06/2023 22:48:41,ESCANER
1867,"Distrito Central",0,"Guatemala",1,135,600,6,17,33,0,0,3,0,0,3,0,1,0,1,0,0,0,1,15,0,3,4,8,0,31,126,6,0,132,0,132,--,600,468,126,132,132,Algún campo sin dato,1,cea6fbcf0a5cfe3d75a3b4f50bd729063da3af8203f186392c9bef213ce97e0f,25/06/2023 21:31:58,ESCANER
1868,"Distrito Central",0,"Guatemala",1,135,600,3,14,35,0,2,1,2,6,2,0,3,0,2,2,0,0,2,13,3,2,3,3,0,31,129,7,0,136,0,136,--,600,464,129,136,136,Algún campo sin dato,1,9dc18091493e947e16fc5d36a2dd6f656f1bd3d63a0095f6a256ed108ca9791f,25/06/2023 21:55:51,ESCANER
1869,"Distrito Central",0,"Guatemala",1,135,600,6,12,21,0,2,5,2,2,4,0,2,1,2,1,0,0,3,18,0,2,3,10,0,25,121,14,2,137,0,137,--,598,461,121,137,137,Algún campo sin dato,1,49b603c937ad084cd375046acc94c39bc1dd7ec1c4f8f31419577b0042b76391,25/06/2023 22:25:26,ESCANER
1870,"Distrito Central",0,"Guatemala",1,135,600,6,15,45,0,4,3,0,4,8,0,3,1,2,0,0,0,1,14,1,5,3,3,0,30,148,16,0,164,0,164,--,599,435,148,164,164,Algún campo sin dato,1,3829b3c710efc112c892df34b455c4efd0352a5cd22a6f634e3988046920ce94,25/06/2023 23:31:46,ESCANER
1871,"Distrito Central",0,"Guatemala",1,135,600,6,11,41,0,1,5,1,4,2,2,2,1,1,1,0,1,9,8,1,2,2,13,0,28,142,7,1,150,0,150,--,603,153,142,150,150,Algún campo sin dato,1,6e4a808c79ba5dbc953ddab21540f293b94f383eb84277c32ae51b36d771134b,26/06/2023 01:59:41,ESCANER
1872,"Distrito Central",0,"Guatemala",1,135,600,4,14,38,1,3,3,0,5,2,1,1,1,2,1,0,1,1,14,0,1,4,4,0,35,136,15,0,151,0,151,--,600,449,136,151,151,Algún campo sin dato,1,daff1935045d365045e7ebe29961805e342efff0cd8b8c6904b2d24ce5ec5004,25/06/2023 23:52:27,ESCANER
1873,"Distrito Central",0,"Guatemala",1,135,600,7,11,31,0,2,3,0,2,8,0,0,0,0,1,1,0,0,22,0,1,1,10,1,28,129,10,1,140,0,140,--,600,460,129,140,140,Algún campo sin dato,1,c31b249240dc6b8ddc2fa65c405407fb55c9af7e7823ce4875c8f77deffa6213,25/06/2023 23:37:12,ESCANER
1874,"Distrito Central",0,"Guatemala",1,135,600,3,10,49,0,3,4,0,2,6,2,2,0,2,1,0,0,0,15,1,2,5,4,0,34,145,13,0,158,0,158,--,600,442,145,158,158,Algún campo sin dato,1,f03dbd3530dd1c827d2970ffeac031856b5643a055dce58c13f607c2ac3ff8bd,25/06/2023 23:11:40,ESCANER
1875,"Distrito Central",0,"Guatemala",1,135,600,3,12,35,0,3,8,1,3,4,1,1,0,3,1,2,1,4,18,0,2,4,6,2,41,155,10,2,167,0,167,--,601,434,155,167,167,Algún campo sin dato,1,c20b02c8696e2a81c286d0dedee119901d18c9dd20ce50547c98fb5de7acf300,26/06/2023 02:54:09,ESCANER
1876,"Distrito Central",0,"Guatemala",1,135,600,5,13,44,1,4,3,2,3,2,0,1,1,1,1,0,0,2,13,1,2,6,4,1,29,139,11,0,150,5,155,--,600,445,139,150,155,Algún campo sin dato,1,cc5dd2059039272ca03dd244bf69679eabb65501704453e83bdfaf39a8a15c92,26/06/2023 00:47:16,ESCANER
1877,"Distrito Central",0,"Guatemala",1,135,600,3,14,54,0,1,5,0,1,2,2,1,1,4,1,1,2,1,23,1,4,3,4,1,43,172,15,0,187,0,187,--,601,414,172,187,187,Algún campo sin dato,1,81e9bf8ef7d0203d590838b24f9140247a105980d715df40b5cb82e99166afe4,26/06/2023 01:10:50,ESCANER
1878,"Distrito Central",0,"Guatemala",1,135,600,5,13,31,0,1,6,2,6,0,1,1,0,1,1,0,0,0,15,1,4,2,4,0,26,120,18,0,138,0,138,--,600,462,120,138,138,Algún campo sin dato,1,0051198e89f2d75c2b3d241d413c8eaae1ea88de904109cbc0909bccadbde653,26/06/2023 01:09:37,ESCANER
1879,"Distrito Central",0,"Guatemala",1,136,600,5,10,42,0,1,2,1,4,4,0,2,0,2,2,0,0,3,30,2,0,1,5,0,34,150,11,2,163,0,163,--,600,437,150,163,163,Algún campo sin dato,1,0f15fc309820b752e395e1c77dda93a9f308b93d86da3e668b1e4a87c745170b,26/06/2023 01:55:41,ESCANER
1880,"Distrito Central",0,"Guatemala",1,136,600,7,9,50,1,1,4,0,4,5,0,4,2,1,0,0,1,1,16,0,5,1,3,0,28,143,21,0,164,0,164,--,599,435,143,164,164,Algún campo sin dato,1,2d5f0fee0e3077b2b3ffffe79d314479e51c6697a2b960230186c49df4b40447,26/06/2023 00:20:35,ESCANER
1881,"Distrito Central",0,"Guatemala",1,136,600,7,12,35,0,0,3,0,3,5,2,1,1,5,0,0,0,1,15,1,0,4,3,0,33,131,12,1,144,0,144,--,600,456,131,144,144,Algún campo sin dato,1,2a5d6448e43b360bca8660c4984443d35b3a14213f8a7608c1e27aa07e79112f,26/06/2023 01:32:20,ESCANER
1882,"Distrito Central",0,"Guatemala",1,136,600,6,17,38,0,7,1,2,1,3,0,1,0,2,0,2,0,3,17,0,3,1,7,3,32,141,9,0,150,0,150,--,--,--,146,155,155,Sumas Asentadas sin cuadrar,1,469f63c94f6ea210a340b7c8afa3b94436aaef6fe5312061b3bee39d655f497f,26/06/2023 01:59:43,ESCANER
1883,"Distrito Central",0,"Guatemala",1,136,600,3,10,47,0,2,3,0,3,2,0,0,0,2,0,1,1,1,14,1,2,3,5,1,29,130,7,0,137,0,137,--,598,461,130,137,137,Algún campo sin dato,1,648aad1cae175803acfc1d2d4c7f958d824af2b1edfffb09def35d0e2aecc0ed,25/06/2023 21:45:08,ESCANER
1884,"Distrito Central",0,"Guatemala",1,136,600,5,12,35,1,2,5,1,1,3,2,1,0,1,0,0,1,3,14,1,2,4,6,4,27,131,6,0,137,0,137,--,600,463,131,137,137,Algún campo sin dato,1,2b70dc06ea59687964efa9de21f7f190ad1ca2bcf82fb918c7b5f485770276dd,25/06/2023 22:28:32,ESCANER
1885,"Distrito Central",0,"Guatemala",1,136,600,2,8,43,0,0,2,2,3,3,0,4,1,1,0,0,2,1,11,1,4,3,6,2,37,136,8,1,145,0,145,--,600,455,136,145,145,Algún campo sin dato,1,cd55311f50c62f0f8a45f537c9be2448a6343ff6898626dc95629eec64c0e426,25/06/2023 22:44:00,ESCANER
1886,"Distrito Central",0,"Guatemala",1,136,600,3,18,56,0,1,5,0,3,3,1,0,0,1,1,1,0,0,18,0,1,3,4,0,30,149,8,2,159,0,159,--,600,441,149,159,159,Algún campo sin dato,1,3e3f07508ef75aefdf65cb9ef0e227f18ce1cf3690597da7b813f30249f6756e,25/06/2023 23:31:35,ESCANER
1887,"Distrito Central",0,"Guatemala",1,136,600,3,9,33,1,4,1,--,2,4,2,3,--,--,1,1,1,--,18,--,1,3,5,--,36,128,17,0,145,0,145,--,596,451,128,145,145,Algún campo sin dato,1,26fa7ca111679a120784c67272c6e46c3e7308b61ed49a2049d89fb77a6ab24b,26/06/2023 00:07:44,ESCANER
1888,"Distrito Central",0,"Guatemala",1,136,600,3,9,37,0,1,5,0,1,3,0,6,0,1,0,1,1,4,16,3,3,2,1,0,29,126,14,0,140,0,140,--,140,460,126,140,140,Algún campo sin dato,1,40f74ba8291ff111937b306944d61d726228bc28bb2250ad67d09c9c2a37fb5b,26/06/2023 01:14:21,ESCANER
1889,"Distrito Central",0,"Guatemala",1,136,600,4,5,45,1,2,4,0,3,5,0,1,0,4,0,0,1,1,13,2,1,2,4,1,29,128,7,0,135,0,135,--,600,465,128,135,135,Algún campo sin dato,1,4fb6c1824321d919997b2a1d393f6a693da7114bd01fa5f8b514d459e21401a9,25/06/2023 21:41:13,ESCANER
1890,"Distrito Central",0,"Guatemala",1,136,600,4,11,48,0,1,5,2,1,2,0,0,2,2,0,3,0,0,14,0,4,1,7,1,34,143,6,3,152,0,152,--,594,442,142,151,151,Sumas Asentadas sin cuadrar,1,e30343aa09cacb917908671422c1e381c42731e51d3dd0141ee800f1a4369bbb,26/06/2023 00:58:14,ESCANER
1891,"Distrito Central",0,"Guatemala",1,137,600,4,9,42,1,2,7,0,2,5,1,3,0,0,0,0,0,2,19,1,2,1,9,0,33,143,5,0,148,0,148,--,600,452,143,148,148,Algún campo sin dato,1,4a93d4809b6bf7e75deeb9cf205daded16aed8bd4b5f261284541c72eed624c9,26/06/2023 05:33:08,ESCANER
1892,"Distrito Central",0,"Guatemala",1,137,600,6,4,38,0,2,2,0,0,3,0,0,0,2,0,0,2,1,18,0,2,2,6,0,21,109,13,0,122,0,122,--,600,478,109,122,122,Algún campo sin dato,1,0053e36bf9e8b6099cb30f2086ab47bc630b3ecd8bef8a9231eeca1bd00559bf,26/06/2023 00:49:05,ESCANER
1893,"Distrito Central",0,"Guatemala",1,137,600,1,8,34,0,4,1,0,0,2,0,2,1,1,0,0,2,0,15,1,5,2,4,0,26,109,13,0,122,0,122,--,600,478,109,122,122,Algún campo sin dato,1,98ea42f68d425a3ef5f6bd2c6dc1624aea6c512384344e20e7d635ac4e6b4448,25/06/2023 22:42:18,ESCANER
1894,"Distrito Central",0,"Guatemala",1,137,600,2,7,40,0,2,1,2,1,4,0,1,0,2,0,0,0,2,18,1,5,3,10,0,26,127,8,0,135,1,136,--,600,464,127,135,136,Algún campo sin dato,1,7c0aef77b08d5a5a2c125de201f83ef146befa57a1cb797d5f39527a60368c58,26/06/2023 03:36:01,ESCANER
1895,"Distrito Central",0,"Guatemala",1,138,600,0,9,33,1,4,3,2,3,7,0,3,0,2,0,1,0,2,24,0,1,2,3,1,32,133,10,2,145,0,145,--,597,452,133,145,145,Algún campo sin dato,1,a0f5e56e17c662c73d8f342183e8c6e4503bd881102382a31f30021a54997158,26/06/2023 01:16:17,ESCANER
1896,"Distrito Central",0,"Guatemala",1,138,600,6,9,38,0,2,3,1,2,3,0,2,0,2,0,0,1,3,16,0,1,2,4,0,29,124,10,1,135,0,135,--,600,465,124,135,135,Algún campo sin dato,1,c7f57bbcb0a465a11a56d8278b06bd4a56975e484630b3d9bf83fee55ea0d41b,26/06/2023 06:12:41,ESCANER
1897,"Distrito Central",0,"Guatemala",1,138,600,5,6,29,1,1,3,0,3,2,1,0,1,2,2,0,0,0,23,3,4,1,4,1,29,121,10,0,131,0,131,--,600,469,121,131,131,Algún campo sin dato,1,6d5402aab7d4a17cea1680a6d5b226d0e1e87652ab4cd2274c5c9bfff0c678a5,26/06/2023 03:48:49,ESCANER
1898,"Distrito Central",0,"Guatemala",1,138,600,5,13,42,2,0,2,1,1,2,0,0,1,1,0,3,0,2,14,1,6,2,6,0,30,131,13,1,145,0,145,--,602,457,134,148,148,Sumas Asentadas sin cuadrar,1,556fc5a36be9bf149da35bd5f4def8d18b9c0811ad2601e10e60008212c2abd6,26/06/2023 06:10:16,ESCANER
1899,"Distrito Central",0,"Guatemala",1,138,600,7,7,43,0,2,4,0,2,3,1,3,1,4,0,0,1,1,25,0,1,2,2,1,25,135,13,0,148,0,148,--,600,452,135,148,148,Algún campo sin dato,1,ecc0e4ee692a78b1a5f989968bc4eb88504193236960c23dbd006e906968dd50,26/06/2023 00:02:51,ESCANER
1900,"Distrito Central",0,"Guatemala",1,138,600,3,9,39,0,3,10,0,2,10,0,1,0,2,0,0,1,2,20,1,1,3,3,0,31,141,16,0,157,0,157,--,600,443,141,157,157,Algún campo sin dato,1,baac7daf36d447d991c2029f139ae63976c04ec8e1fbfb550ce13d6c6a56c0d4,26/06/2023 06:18:58,ESCANER
1901,"Distrito Central",0,"Guatemala",1,139,600,5,14,40,0,2,1,0,4,2,0,0,1,0,0,1,2,2,23,0,7,4,6,0,32,146,20,2,168,0,168,--,600,432,146,168,168,Algún campo sin dato,1,619a3a315409238daf612fcb67e5d0ea366883b3f1d43c66e8cd9f9f91b37135,26/06/2023 01:31:16,ESCANER
1902,"Distrito Central",0,"Guatemala",1,139,600,--,3,16,53,0,2,6,4,2,4,0,0,1,0,1,0,0,0,26,2,2,6,8,33,171,16,0,187,16,187,--,600,413,169,185,201,Sumas Asentadas sin cuadrar,1,d19425399b65ea47878fe2079c9d7267dab1f72b43eff64fc9dff7d033c12bec,26/06/2023 00:36:11,ESCANER
1903,"Distrito Central",0,"Guatemala",1,139,600,4,13,42,0,3,5,1,1,7,0,1,2,0,2,0,0,1,18,3,3,1,7,0,32,146,17,1,164,0,164,--,600,436,146,164,164,Algún campo sin dato,1,fce863a01c799840f23ed8dd06bc608671e90db10b05226949bb85f22ec63aa2,26/06/2023 01:08:18,ESCANER
